season,week,contestant,interval_width,certainty,point_estimate,voting_method,has_judges_save,rule_era
9,2,Joanna Krupa,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
9,2,Aaron Carter,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
9,2,Kathy Ireland,0.10110087484712599,0.898899125152874,0.0,percent,False,Percent Era (S3-27)
9,3,Natalie Coughlin,0.9736832105263159,0.0263167894736841,0.0,percent,False,Percent Era (S3-27)
9,3,Debi Mazar,0.1105265157894737,0.8894734842105263,0.0,percent,False,Percent Era (S3-27)
9,3,Tom DeLay,0.9736852105263158,0.026314789473684153,0.010527315789473688,percent,False,Percent Era (S3-27)
9,3,Mark Dacascos,0.9736832105263159,0.0263167894736841,0.0,percent,False,Percent Era (S3-27)
9,3,Michael Irvin,0.9736852105263158,0.026314789473684153,0.015790473684210535,percent,False,Percent Era (S3-27)
9,3,Louie Vito,0.9736832105263159,0.0263167894736841,0.9736812105263158,percent,False,Percent Era (S3-27)
9,3,Melissa Joan Hart,0.9736832105263159,0.0263167894736841,0.0,percent,False,Percent Era (S3-27)
9,3,Chuck Liddell,0.9736842105263158,0.02631578947368418,1e-06,percent,False,Percent Era (S3-27)
9,3,Joanna Krupa,0.9736832105263159,0.0263167894736841,0.0,percent,False,Percent Era (S3-27)
9,3,Aaron Carter,0.9736832105263159,0.0263167894736841,0.0,percent,False,Percent Era (S3-27)
9,4,Natalie Coughlin,0.9880239520958084,0.0119760479041916,0.0,percent,False,Percent Era (S3-27)
9,4,Mark Dacascos,0.9880239520958084,0.0119760479041916,0.0,percent,False,Percent Era (S3-27)
9,4,Michael Irvin,0.9880259520958085,0.011974047904191543,0.9940109760479042,percent,False,Percent Era (S3-27)
9,4,Louie Vito,0.9880259520958085,0.011974047904191543,0.0059890239520958,percent,False,Percent Era (S3-27)
9,4,Melissa Joan Hart,0.9880239520958084,0.0119760479041916,0.0,percent,False,Percent Era (S3-27)
9,4,Chuck Liddell,0.14820384281437124,0.8517961571856287,0.0,percent,False,Percent Era (S3-27)
9,4,Joanna Krupa,0.9880239520958084,0.0119760479041916,0.0,percent,False,Percent Era (S3-27)
9,4,Aaron Carter,0.9880239520958084,0.0119760479041916,0.0,percent,False,Percent Era (S3-27)
9,5,Natalie Coughlin,0.149912102292769,0.850087897707231,0.0,percent,False,Percent Era (S3-27)
9,5,Mark Dacascos,0.9938271604938272,0.006172839506172756,0.0,percent,False,Percent Era (S3-27)
9,5,Michael Irvin,0.9938281604938272,0.006171839506172838,0.006173839506172839,percent,False,Percent Era (S3-27)
9,5,Louie Vito,0.9938281604938272,0.006171839506172838,1e-06,percent,False,Percent Era (S3-27)
9,5,Melissa Joan Hart,0.9938271604938272,0.006172839506172756,0.0,percent,False,Percent Era (S3-27)
9,5,Joanna Krupa,0.9938271604938272,0.006172839506172756,0.0,percent,False,Percent Era (S3-27)
9,5,Aaron Carter,0.9938271604938272,0.006172839506172756,0.9938251604938272,percent,False,Percent Era (S3-27)
9,6,Mark Dacascos,0.988303675332779,0.011696324667221036,0.0,percent,False,Percent Era (S3-27)
9,6,Michael Irvin,0.988303675332779,0.011696324667221036,1.0,percent,False,Percent Era (S3-27)
9,6,Louie Vito,0.23157887337476038,0.7684211266252396,0.0,percent,False,Percent Era (S3-27)
9,6,Melissa Joan Hart,0.2315793412126592,0.7684206587873408,0.0,percent,False,Percent Era (S3-27)
9,6,Joanna Krupa,0.988303675332779,0.011696324667221036,0.0,percent,False,Percent Era (S3-27)
9,6,Aaron Carter,0.988303675332779,0.011696324667221036,0.0,percent,False,Percent Era (S3-27)
9,7,Michael Irvin,0.35690302356902354,0.6430969764309764,0.0,percent,False,Percent Era (S3-27)
9,7,Aaron Carter,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
9,7,Mark Dacascos,0.37037103703703705,0.629628962962963,0.0,percent,False,Percent Era (S3-27)
9,7,Joanna Krupa,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
9,8,Joanna Krupa,0.5098049215686273,0.49019507843137267,1.0,percent,False,Percent Era (S3-27)
9,8,Aaron Carter,0.5098049215686274,0.49019507843137256,0.0,percent,False,Percent Era (S3-27)
10,2,Aiden Turner,0.8758610689655173,0.1241389310344827,0.006897551724137917,percent,False,Percent Era (S3-27)
10,2,Niecy Nash,0.8758590689655172,0.12414093103448276,0.0,percent,False,Percent Era (S3-27)
10,2,Pamela Anderson,0.8758590689655172,0.12414093103448276,0.8758570689655173,percent,False,Percent Era (S3-27)
10,2,Shannen Doherty,0.11206921551724137,0.8879307844827586,0.0,percent,False,Percent Era (S3-27)
10,2,Kate Gosselin,0.8758610689655172,0.12413893103448281,0.034483758620689656,percent,False,Percent Era (S3-27)
10,2,Buzz Aldrin,0.8758610689655173,0.1241389310344827,0.05517341379310345,percent,False,Percent Era (S3-27)
10,2,Chad Ochocinco,0.8758610689655172,0.12413893103448281,0.027587206896551725,percent,False,Percent Era (S3-27)
10,2,Jake Pavelka,0.8758600689655173,0.12413993103448273,1e-06,percent,False,Percent Era (S3-27)
10,3,Aiden Turner,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
10,3,Niecy Nash,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
10,3,Pamela Anderson,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
10,3,Kate Gosselin,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
10,3,Buzz Aldrin,0.1864779302071974,0.8135220697928026,0.0,percent,False,Percent Era (S3-27)
10,3,Chad Ochocinco,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
10,3,Jake Pavelka,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
10,4,Aiden Turner,0.18985540579710147,0.8101445942028985,0.0,percent,False,Percent Era (S3-27)
10,4,Niecy Nash,0.9956531739130435,0.004346826086956468,0.0,percent,False,Percent Era (S3-27)
10,4,Pamela Anderson,0.9956531739130435,0.004346826086956468,0.9956511739130435,percent,False,Percent Era (S3-27)
10,4,Kate Gosselin,0.9956531739130434,0.004346826086956579,0.0043488260869565245,percent,False,Percent Era (S3-27)
10,4,Chad Ochocinco,0.9956531739130435,0.004346826086956468,0.0,percent,False,Percent Era (S3-27)
10,4,Jake Pavelka,0.9956531739130435,0.004346826086956468,0.0,percent,False,Percent Era (S3-27)
10,5,Niecy Nash,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
10,5,Pamela Anderson,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
10,5,Kate Gosselin,0.24210566315789475,0.7578943368421053,0.0,percent,False,Percent Era (S3-27)
10,5,Chad Ochocinco,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
10,5,Jake Pavelka,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
10,6,Niecy Nash,1.0,0.0,0.26785793495188365,percent,False,Percent Era (S3-27)
10,6,Pamela Anderson,1.0,0.0,0.23214345791004234,percent,False,Percent Era (S3-27)
10,6,Chad Ochocinco,1.0,0.0,0.22321394578765605,percent,False,Percent Era (S3-27)
10,6,Jake Pavelka,0.27678591135041797,0.723214088649582,0.27678466135041796,percent,False,Percent Era (S3-27)
10,7,Niecy Nash,0.9868431052631579,0.013156894736842117,0.3442985789473684,percent,False,Percent Era (S3-27)
10,7,Pamela Anderson,0.3311410175438596,0.6688589824561404,0.33113968421052636,percent,False,Percent Era (S3-27)
10,7,Chad Ochocinco,0.986843105263158,0.013156894736842006,0.32456173684210526,percent,False,Percent Era (S3-27)
10,8,Niecy Nash,0.5113646363636364,0.4886353636363636,-0.0,percent,False,Percent Era (S3-27)
10,8,Chad Ochocinco,0.5113646363636364,0.4886353636363636,1.0,percent,False,Percent Era (S3-27)
11,1,Brandy,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,1,David Hasselhoff,0.12962985185185186,0.8703701481481482,0.0,percent,False,Percent Era (S3-27)
11,1,Margaret Cho,1.0,0.0,0.999999,percent,False,Percent Era (S3-27)
11,1,The Situation,1.0,0.0,1e-06,percent,False,Percent Era (S3-27)
11,1,Kurt Warner,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,1,Audrina Patridge,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,1,Rick Fox,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,1,Michael Bolton,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,1,Florence Henderson,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,2,Brandy,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,2,The Situation,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,2,Margaret Cho,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
11,2,Kurt Warner,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,2,Audrina Patridge,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,2,Rick Fox,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,2,Michael Bolton,0.1715688774509804,0.8284311225490196,0.0,percent,False,Percent Era (S3-27)
11,2,Florence Henderson,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,3,Brandy,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,3,The Situation,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,3,Margaret Cho,0.16958553917050692,0.8304144608294931,0.0,percent,False,Percent Era (S3-27)
11,3,Kurt Warner,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,3,Audrina Patridge,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,3,Rick Fox,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,3,Florence Henderson,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
11,4,Brandy,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,4,The Situation,0.21159453623188407,0.7884054637681159,0.0,percent,False,Percent Era (S3-27)
11,4,Kurt Warner,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
11,4,Audrina Patridge,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,4,Rick Fox,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,4,Florence Henderson,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,5,Brandy,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,5,Kurt Warner,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,5,Audrina Patridge,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,5,Rick Fox,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
11,5,Florence Henderson,0.22352981176470585,0.7764701882352941,0.0,percent,False,Percent Era (S3-27)
11,6,Kurt Warner,0.9000041666738889,0.09999583332611106,0.08333377777592593,percent,False,Percent Era (S3-27)
11,6,Brandy,0.9000021666738889,0.09999783332611112,0.0,percent,False,Percent Era (S3-27)
11,6,Audrina Patridge,0.2333346111137037,0.7666653888862963,0.0,percent,False,Percent Era (S3-27)
11,6,Rick Fox,0.9000041666738889,0.09999583332611106,0.916666222224074,percent,False,Percent Era (S3-27)
11,7,Kurt Warner,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
11,7,Brandy,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
11,7,Rick Fox,0.34119563522012575,0.6588043647798743,0.0,percent,False,Percent Era (S3-27)
11,8,Kurt Warner,0.5428581428571428,0.45714185714285716,-0.0,percent,False,Percent Era (S3-27)
11,8,Brandy,0.5428581428571428,0.45714185714285716,1.0,percent,False,Percent Era (S3-27)
12,2,Mike Catherwood,0.14032283064516127,0.8596771693548387,0.0,percent,False,Percent Era (S3-27)
12,2,Romeo,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
12,2,Chris Jericho,1.0,0.0,0.9999979999999999,percent,False,Percent Era (S3-27)
12,2,Petra Nemcova,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
12,2,Ralph Macchio,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
12,2,Wendy Williams,1.0,0.0,1e-06,percent,False,Percent Era (S3-27)
12,2,Sugar Ray Leonard,1.0,0.0,1e-06,percent,False,Percent Era (S3-27)
12,2,Kendra Wilkinson,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
12,3,Romeo,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
12,3,Chris Jericho,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
12,3,Petra Nemcova,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
12,3,Ralph Macchio,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
12,3,Wendy Williams,0.18226629556650245,0.8177337044334976,0.0,percent,False,Percent Era (S3-27)
12,3,Sugar Ray Leonard,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
12,3,Kendra Wilkinson,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
12,4,Romeo,0.9774446090225565,0.022555390977443524,0.0,percent,False,Percent Era (S3-27)
12,4,Chris Jericho,0.9774446090225565,0.022555390977443524,0.0,percent,False,Percent Era (S3-27)
12,4,Petra Nemcova,0.9774446090225565,0.022555390977443524,0.9774426090225564,percent,False,Percent Era (S3-27)
12,4,Ralph Macchio,0.9774446090225565,0.022555390977443524,0.0,percent,False,Percent Era (S3-27)
12,4,Sugar Ray Leonard,0.1754389298245614,0.8245610701754386,0.0,percent,False,Percent Era (S3-27)
12,4,Kendra Wilkinson,0.9774446090225564,0.022555390977443635,0.02255739097744361,percent,False,Percent Era (S3-27)
12,5,Romeo,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
12,5,Chris Jericho,1.0,0.0,0.9999979999999999,percent,False,Percent Era (S3-27)
12,5,Ralph Macchio,1.0,0.0,1e-06,percent,False,Percent Era (S3-27)
12,5,Petra Nemcova,0.21355972203389828,0.7864402779661017,0.0,percent,False,Percent Era (S3-27)
12,5,Kendra Wilkinson,1.0,0.0,1e-06,percent,False,Percent Era (S3-27)
12,6,Romeo,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
12,6,Chris Jericho,0.27777827777777775,0.7222217222222223,0.0,percent,False,Percent Era (S3-27)
12,6,Ralph Macchio,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
12,6,Kendra Wilkinson,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
12,7,Romeo,0.9946534064171123,0.005346593582887693,0.005348593582887722,percent,False,Percent Era (S3-27)
12,7,Ralph Macchio,0.9946534064171123,0.005346593582887693,0.9946514064171122,percent,False,Percent Era (S3-27)
12,7,Kendra Wilkinson,0.34046412477718363,0.6595358752228164,0.0,percent,False,Percent Era (S3-27)
12,8,Romeo,0.46938875510204076,0.5306112448979592,-0.0,percent,False,Percent Era (S3-27)
12,8,Ralph Macchio,0.4693887551020409,0.5306112448979591,1.0,percent,False,Percent Era (S3-27)
13,1,Chaz Bono,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
13,1,Hope Solo,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
13,1,Kristin Cavallari,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
13,1,Chynna Phillips,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
13,1,David Arquette,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
13,1,Nancy Grace,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
13,1,Elisabetta Canalis,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
13,1,Carson Kressley,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
13,1,Metta World Peace (Ron),0.1341721299790357,0.8658278700209643,0.0,percent,False,Percent Era (S3-27)
13,2,Chaz Bono,0.9235648789808917,0.07643512101910832,0.025478707006369422,percent,False,Percent Era (S3-27)
13,2,Hope Solo,0.9235648789808917,0.07643512101910832,0.01273985350318471,percent,False,Percent Era (S3-27)
13,2,Kristin Cavallari,0.9235628789808916,0.07643712101910838,0.9235608789808916,percent,False,Percent Era (S3-27)
13,2,Chynna Phillips,0.9235638789808917,0.07643612101910835,1e-06,percent,False,Percent Era (S3-27)
13,2,David Arquette,0.9235648789808917,0.07643512101910832,0.019109280254777067,percent,False,Percent Era (S3-27)
13,2,Nancy Grace,0.9235638789808917,0.07643612101910835,1e-06,percent,False,Percent Era (S3-27)
13,2,Elisabetta Canalis,0.11624228821656049,0.8837577117834395,0.0,percent,False,Percent Era (S3-27)
13,2,Carson Kressley,0.9235648789808917,0.07643512101910832,0.019109280254777067,percent,False,Percent Era (S3-27)
13,3,Chaz Bono,0.9374990000000001,0.06250099999999992,0.03750099999999999,percent,False,Percent Era (S3-27)
13,3,Hope Solo,0.937498,0.06250199999999995,1e-06,percent,False,Percent Era (S3-27)
13,3,Kristin Cavallari,0.13571457142857143,0.8642854285714285,0.0,percent,False,Percent Era (S3-27)
13,3,Chynna Phillips,0.937497,0.06250299999999998,0.0,percent,False,Percent Era (S3-27)
13,3,David Arquette,0.937498,0.06250199999999995,1e-06,percent,False,Percent Era (S3-27)
13,3,Nancy Grace,0.937499,0.06250100000000003,0.01875099999999999,percent,False,Percent Era (S3-27)
13,3,Carson Kressley,0.937499,0.06250100000000003,0.943746,percent,False,Percent Era (S3-27)
13,4,Chaz Bono,0.9923076923076923,0.007692307692307665,1e-06,percent,False,Percent Era (S3-27)
13,4,Hope Solo,0.9923066923076923,0.007693307692307694,0.0,percent,False,Percent Era (S3-27)
13,4,Chynna Phillips,0.17179520512820512,0.8282047948717949,0.0,percent,False,Percent Era (S3-27)
13,4,David Arquette,0.9923066923076923,0.007693307692307694,0.0,percent,False,Percent Era (S3-27)
13,4,Nancy Grace,0.9923076923076923,0.007692307692307665,0.9923056923076923,percent,False,Percent Era (S3-27)
13,4,Carson Kressley,0.9923086923076923,0.007691307692307747,0.007693307692307693,percent,False,Percent Era (S3-27)
13,5,Chaz Bono,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
13,5,Hope Solo,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
13,5,David Arquette,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
13,5,Nancy Grace,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
13,5,Carson Kressley,0.22882922882882883,0.7711707711711712,0.0,percent,False,Percent Era (S3-27)
13,6,David Arquette,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
13,6,Chaz Bono,0.2790702674418605,0.7209297325581395,0.0,percent,False,Percent Era (S3-27)
13,6,Hope Solo,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
13,6,Nancy Grace,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
13,7,David Arquette,0.3333340000000001,0.666666,0.0,percent,False,Percent Era (S3-27)
13,7,Hope Solo,0.9787244042553193,0.021275595744680742,0.9787224042553192,percent,False,Percent Era (S3-27)
13,7,Nancy Grace,0.9787244042553191,0.021275595744680853,0.021277595744680827,percent,False,Percent Era (S3-27)
13,8,Hope Solo,0.5416676666666667,0.45833233333333334,1.0,percent,False,Percent Era (S3-27)
13,8,Nancy Grace,0.5416676666666668,0.45833233333333323,0.0,percent,False,Percent Era (S3-27)
14,2,Maria Menounos,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,2,Melissa Gilbert,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,2,Sherri Sheperd,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
14,2,Gavin DeGraw,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,2,Martina Navratilova,0.134593578465063,0.865406421534937,0.0,percent,False,Percent Era (S3-27)
14,2,Gladys Knight,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,2,Jack Wagner,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,2,Jaleel White,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,2,Roshon Fegan,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,3,Maria Menounos,0.9999979999999999,2.0000000000575113e-06,0.0,percent,False,Percent Era (S3-27)
14,3,Melissa Gilbert,0.999999,1.0000000000287557e-06,1e-06,percent,False,Percent Era (S3-27)
14,3,Sherri Sheperd,0.999999,1.0000000000287557e-06,0.9999969999999999,percent,False,Percent Era (S3-27)
14,3,Gavin DeGraw,0.999999,1.0000000000287557e-06,1e-06,percent,False,Percent Era (S3-27)
14,3,Gladys Knight,0.999999,1.0000000000287557e-06,1e-06,percent,False,Percent Era (S3-27)
14,3,Jack Wagner,0.12817283883248734,0.8718271611675127,0.0,percent,False,Percent Era (S3-27)
14,3,Jaleel White,0.9999979999999999,2.0000000000575113e-06,0.0,percent,False,Percent Era (S3-27)
14,3,Roshon Fegan,0.9999979999999999,2.0000000000575113e-06,0.0,percent,False,Percent Era (S3-27)
14,4,Maria Menounos,0.993751,0.006248999999999949,0.0,percent,False,Percent Era (S3-27)
14,4,Melissa Gilbert,0.993751,0.006248999999999949,0.0,percent,False,Percent Era (S3-27)
14,4,Sherri Sheperd,0.15446457142857142,0.8455354285714286,0.0,percent,False,Percent Era (S3-27)
14,4,Gavin DeGraw,0.993751,0.006248999999999949,0.0,percent,False,Percent Era (S3-27)
14,4,Gladys Knight,0.9937509999999999,0.00624900000000006,0.006251000000000006,percent,False,Percent Era (S3-27)
14,4,Jaleel White,0.993751,0.006248999999999949,0.0,percent,False,Percent Era (S3-27)
14,4,Roshon Fegan,0.993751,0.006248999999999949,0.993749,percent,False,Percent Era (S3-27)
14,5,Maria Menounos,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,5,Melissa Gilbert,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,5,Gavin DeGraw,0.1966430191846523,0.8033569808153477,0.014387489208633088,percent,False,Percent Era (S3-27)
14,5,Gladys Knight,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,5,Jaleel White,1.0,0.0,0.9856125107913669,percent,False,Percent Era (S3-27)
14,5,Roshon Fegan,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,6,Maria Menounos,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,6,Melissa Gilbert,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,6,Gladys Knight,0.23892603397863751,0.7610739660213625,0.0,percent,False,Percent Era (S3-27)
14,6,Jaleel White,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
14,6,Roshon Fegan,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
14,7,Maria Menounos,0.9806773285024155,0.019322671497584487,0.0,percent,False,Percent Era (S3-27)
14,7,Melissa Gilbert,0.9806773285024155,0.019322671497584487,0.019324671497584545,percent,False,Percent Era (S3-27)
14,7,Jaleel White,0.2536236884057971,0.7463763115942029,0.0,percent,False,Percent Era (S3-27)
14,7,Roshon Fegan,0.9806773285024155,0.019322671497584487,0.9806753285024155,percent,False,Percent Era (S3-27)
14,8,Maria Menounos,0.6645840000000001,0.33541599999999994,0.4937505,percent,False,Percent Era (S3-27)
14,8,Melissa Gilbert,0.5062510000000001,0.4937489999999999,0.5062495,percent,False,Percent Era (S3-27)
14,8,Roshon Fegan,0.490626,0.509374,0.0,percent,False,Percent Era (S3-27)
15,1,Drew Lachey,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
15,1,Pamela Anderson,0.11981152075471697,0.880188479245283,0.0,percent,False,Percent Era (S3-27)
15,1,Gilles Marini,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
15,1,Bristol Palin,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
15,1,Apolo Anton Ohno,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
15,1,Joey Fatone,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
15,1,Kirstie Alley,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
15,1,Emmitt Smith,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
15,1,Helio Castroneves,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
15,1,Sabrina Bryan,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
15,2,Drew Lachey,0.9708019197080292,0.029198080291970796,1e-06,percent,False,Percent Era (S3-27)
15,2,Gilles Marini,0.9708009197080292,0.029199080291970825,0.0,percent,False,Percent Era (S3-27)
15,2,Bristol Palin,0.9708029197080292,0.029197080291970767,0.9926977299270072,percent,False,Percent Era (S3-27)
15,2,Apolo Anton Ohno,0.9708009197080292,0.029199080291970825,0.0,percent,False,Percent Era (S3-27)
15,2,Joey Fatone,0.11273339334955394,0.8872666066504461,0.0,percent,False,Percent Era (S3-27)
15,2,Kirstie Alley,0.9708029197080292,0.029197080291970767,0.007300270072992706,percent,False,Percent Era (S3-27)
15,2,Emmitt Smith,0.9708019197080292,0.029198080291970796,1e-06,percent,False,Percent Era (S3-27)
15,2,Helio Castroneves,0.9708009197080292,0.029199080291970825,0.0,percent,False,Percent Era (S3-27)
15,2,Sabrina Bryan,0.9708009197080292,0.029199080291970825,0.0,percent,False,Percent Era (S3-27)
15,3,Drew Lachey,0.14575073779385173,0.8542492622061483,0.007594936708860758,percent,False,Percent Era (S3-27)
15,3,Gilles Marini,0.9746805443037975,0.02531945569620253,1e-06,percent,False,Percent Era (S3-27)
15,3,Bristol Palin,0.9746815443037974,0.025318455696202613,0.015190873417721518,percent,False,Percent Era (S3-27)
15,3,Apolo Anton Ohno,0.9746805443037975,0.02531945569620253,0.9670836075949367,percent,False,Percent Era (S3-27)
15,3,Kirstie Alley,0.9746815443037975,0.025318455696202502,0.0075959367088607585,percent,False,Percent Era (S3-27)
15,3,Emmitt Smith,0.9746815443037974,0.025318455696202613,0.002532645569620239,percent,False,Percent Era (S3-27)
15,3,Helio Castroneves,0.13924079204339965,0.8607592079566003,0.0,percent,False,Percent Era (S3-27)
15,3,Sabrina Bryan,0.9746805443037975,0.02531945569620253,1.0000000000001327e-06,percent,False,Percent Era (S3-27)
15,4,Gilles Marini,0.9903624457831325,0.009637554216867517,0.0,percent,False,Percent Era (S3-27)
15,4,Bristol Palin,0.17911679919678714,0.8208832008032129,0.0,percent,False,Percent Era (S3-27)
15,4,Apolo Anton Ohno,0.9903624457831325,0.009637554216867517,0.9903604457831325,percent,False,Percent Era (S3-27)
15,4,Kirstie Alley,0.9903624457831325,0.009637554216867517,0.009639554216867489,percent,False,Percent Era (S3-27)
15,4,Emmitt Smith,0.9903624457831325,0.009637554216867517,0.0,percent,False,Percent Era (S3-27)
15,4,Sabrina Bryan,0.9903624457831325,0.009637554216867517,0.0,percent,False,Percent Era (S3-27)
15,6,Gilles Marini,0.9399293286219081,0.060070671378091856,0.017668844522968213,percent,False,Percent Era (S3-27)
15,6,Apolo Anton Ohno,0.9399283286219081,0.060071671378091884,1e-06,percent,False,Percent Era (S3-27)
15,6,Kirstie Alley,0.939929328621908,0.06007067137809197,0.017668844522968213,percent,False,Percent Era (S3-27)
15,6,Emmitt Smith,0.939929328621908,0.06007067137809197,0.9646613109540635,percent,False,Percent Era (S3-27)
15,6,Sabrina Bryan,0.18798626572438162,0.8120137342756184,0.0,percent,False,Percent Era (S3-27)
15,8,Apolo Anton Ohno,0.9980356704293489,0.001964329570651069,0.3326785568097829,percent,False,Percent Era (S3-27)
15,8,Gilles Marini,0.33267889014311625,0.6673211098568838,0.33267755680978295,percent,False,Percent Era (S3-27)
15,8,Kirstie Alley,0.3549443737809888,0.6450556262190112,0.0,percent,False,Percent Era (S3-27)
15,8,Emmitt Smith,0.9980356704293489,0.001964329570651069,0.334643886380434,percent,False,Percent Era (S3-27)
16,3,Ingo Rademacher,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,3,Alexandra Raisman,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,3,Andy Dick,1.0,0.0,1.0,percent,False,Percent Era (S3-27)
16,3,Lisa Vanderpump,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
16,3,Wynonna Judd,0.1550635411392405,0.8449364588607595,0.0,percent,False,Percent Era (S3-27)
16,3,D. L. Hughley,1.0,0.0,0.0,percent,False,Percent Era (S3-27)
